attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
6,6,1364,6,EX1_623,Temple Enforcer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,1749,,EX1_623e,Infusion,ENCHANTMENT,,,,,,,,,,,,,,,,,
,6,1365,,EX1_624,Holy Fire,SPELL,,,,,,,,,,,,,,,,,
,3,1368,,EX1_625,Shadowform,SPELL,,,,,,,,,,,,,,,,,
,2,1622,,EX1_625t,Mind Spike,HERO_POWER,,,,,,,,,,,,,,,,,
,2,1623,,EX1_625t2,Mind Shatter,HERO_POWER,,,,,,,,,,,,,,,,,
,4,1366,,EX1_626,Mass Dispel,SPELL,SILENCE,,,,,,,,,,,,,,,,
3,3,1006,3,EX1_finkle,Finkle Einhorn,MINION,,,,,,,,,,,,,,,,,
2,2,533,3,EX1_tk11,Spirit Wolf,MINION,TAUNT,,,,,,,,,,,,,,,,
1,1,1190,1,EX1_tk28,Squirrel,MINION,,BEAST,,,,,,,,,,,,,,,
5,5,332,5,EX1_tk29,Devilsaur,MINION,,BEAST,,,,,,,,,,,,,,,
,,536,,EX1_tk31,Mind Controlling,ENCHANTMENT,SUMMONED,,,,,,,,,,,,,,,,
,2,1178,,EX1_tk33,INFERNO!,HERO_POWER,,,,,,,,,,,,,,,,,
,2,31448,,EX1_tk33_2_TB,INFERNO!,HERO_POWER,,,,,,,,,,,,,,,,,
6,6,1143,6,EX1_tk34,Infernal,MINION,,DEMON,,,,,,,,,,,,,,,
2,2,358,2,EX1_tk9,Treant,MINION,,,,,,,,,,,,,,,,,
,3,52699,,FB_Annoyo_001,Recharge! Recharge!,SPELL,,,,,,,,,,,,,,,,,
,3,52722,,FB_Annoyo_002a,Upgrade Annoy-o-Core,SPELL,,,,,,,,,,,,,,,,,
,3,52761,,FB_Annoyo_002b,Upgrade Annoy-o-Core,SPELL,,,,,,,,,,,,,,,,,
,3,52762,,FB_Annoyo_002c,Upgrade Annoy-o-Core,SPELL,,,,,,,,,,,,,,,,,
,3,52763,,FB_Annoyo_002d,Maximum Annoying!,SPELL,,,,,,,,,,,,,,,,,
,3,52764,,FB_Annoyo_003,Increase Volume,SPELL,,,,,,,,,,,,,,,,,
,,49074,,FB_BuildABrawl001,Innkeeper Tools - Build A Brawl,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49075,,FB_BuildABrawl001a,By the Power of Ragnaros!,SPELL,,,,,,,,,,,,,,,,,
,,49113,,FB_BuildABrawl001a_ench,By the Power of Ragnaros! Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49076,,FB_BuildABrawl001b,Randomonium,SPELL,,,,,,,,,,,,,,,,,
,,49118,,FB_BuildABrawl001b_ench,Randomonium Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49077,,FB_BuildABrawl001c,Battle of Tol Barad,SPELL,,,,,,,,,,,,,,,,,
,,49119,,FB_BuildABrawl001c_ench,Battle of Tol Barad Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49129,,FB_BuildABrawl002,Innkeeper Tools - Build A Brawl 2,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49130,,FB_BuildABrawl002a,Summoner Competition,SPELL,,,,,,,,,,,,,,,,,
,,49133,,FB_BuildABrawl002a_ench,Great Summoner Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49131,,FB_BuildABrawl002b,The Masked Ball,SPELL,,,,,,,,,,,,,,,,,
,,49134,,FB_BuildABrawl002b_ench,Masked Ball Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49132,,FB_BuildABrawl002c,Servant of Yogg Tryouts,SPELL,,,,,,,,,,,,,,,,,
,,49135,,FB_BuildABrawl002c_ench,Servant of Yogg Saron Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49136,,FB_BuildABrawl003,Innkeeper Tools - Build A Brawl 3,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49139,,FB_BuildABrawl003b,Clash of the Minions,SPELL,,,,,,,,,,,,,,,,,
,,49140,,FB_BuildABrawl003b_ench,Clash of the Minions Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49141,,FB_BuildABrawl003c,Blood Magic,SPELL,,,,,,,,,,,,,,,,,
,,49142,,FB_BuildABrawl003c_ench,Blood Magic Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49408,,FB_BuildABrawl_Tools_ench,Build-A-Brawl Innkeeper Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49409,,FB_BuildABrawl_Tools_reset,Build-A-Brawl,SPELL,,,,,,,,,,,,,,,,,
3,2,48880,,FB_Champs_CS2_106,Fiery War Axe,WEAPON,,,,,,,,,,,,,,,,,
,1,49274,,FB_Champs_CS2_108,Execute,SPELL,,,,,,,,,,,,,,,,,
2,1,48865,1,FB_Champs_CS2_188,Abusive Sergeant,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,2,48851,,FB_Champs_CS2_233,Blade Flurry,SPELL,AFFECTED_BY_SPELL_POWER,,,,,,,,,,,,,,,,
4,3,49271,2,FB_Champs_EX1_005,Big Game Hunter,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,1,48876,1,FB_Champs_EX1_029,Leper Gnome,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
4,5,48879,4,FB_Champs_EX1_095,Gadgetzan Auctioneer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
4,5,49273,4,FB_Champs_EX1_165,Druid of the Claw,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,49346,,FB_Champs_EX1_165a,Cat Form,SPELL,,,,,,,,,,,,,,,,,
,0,49347,,FB_Champs_EX1_165b,Bear Form,SPELL,,,,,,,,,,,,,,,,,
4,5,49344,4,FB_Champs_EX1_165t1,Druid of the Claw,MINION,CHARGE,,,,,,,,,,,,,,,,
4,5,49345,6,FB_Champs_EX1_165t2,Druid of the Claw,MINION,TAUNT,,,,,,,,,,,,,,,,
2,4,49276,4,FB_Champs_EX1_166,Keeper of the Grove,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,48862,,FB_Champs_EX1_169,Innervate,SPELL,,,,,,,,,,,,,,,,,
,3,49275,,FB_Champs_EX1_246,Hex,SPELL,,,,,,,,,,,,,,,,,
,0,49333,,FB_Champs_EX1_308,Soulfire,SPELL,,,,,,,,,,,,,,,,,
2,3,49334,3,FB_Champs_EX1_556,Harvest Golem,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,6,48860,,FB_Champs_EX1_571,Force of Nature,SPELL,,,,,,,,,,,,,,,,,
2,2,48859,2,FB_Champs_EX1_tk9,Treant,MINION,CHARGE,,,,,,,,,,,,,,,,
1,1,48858,2,FB_Champs_FP1_028,Undertaker,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,48857,,FB_Champs_FP1_028e,Darkness Calls,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,1,49277,,FB_Champs_KAR_063,Spirit Claws,WEAPON,,,,,,,,,,,,,,,,,
5,7,49270,5,FB_Champs_NEW1_008,Ancient of Lore,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,49323,,FB_Champs_NEW1_008a,Ancient Teachings,SPELL,,,,,,,,,,,,,,,,,
,0,49324,,FB_Champs_NEW1_008b,Ancient Secrets,SPELL,,,,,,,,,,,,,,,,,
3,2,48878,2,FB_Champs_NEW1_019,Knife Juggler,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
4,5,49272,6,FB_Champs_OG_044a,Druid of the Claw,MINION,CHARGE,,,,,,,,,,,,,,,,
,0,49069,,FB_Champs_Reset,Reset the Brawl,SPELL,,,,,,,,,,,,,,,,,
,,48888,,FB_Champs_SetEvent,Set Mission Event,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49040,,FB_Champs_SetEvent_copy,Add FSG Score Screen,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49072,,FB_Champs_SetUp_Ench,Champs Setup,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,1,49349,1,FB_Champs_skele21,Damaged Golem,MINION,,,,,,,,,,,,,,,,,
,,47269,,FB_ELO001,Innkeeper Tools - ELO,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47270,,FB_ELO001a,Play the Brawl,SPELL,,,,,,,,,,,,,,,,,
,0,47271,,FB_ELO001b,Reset the Brawl,SPELL,,,,,,,,,,,,,,,,,
,,47272,,FB_ELO001bench,ELO Reset Confirmation,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47273,,FB_ELO001c,Confirm,SPELL,,,,,,,,,,,,,,,,,
,0,47274,,FB_ELO001d,Cancel,SPELL,,,,,,,,,,,,,,,,,
,,47275,,FB_ELO002,Competitive Spirits,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48707,,FB_ELO002_copy,Greater Competitive Spirits,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47276,,FB_ELO002a,Spirit of Heroism,SPELL,,,,,,,,,,,,,,,,,
,0,48708,,FB_ELO002a_copy,Greater Spirit of Heroism,SPELL,,,,,,,,,,,,,,,,,
,,47505,,FB_ELO002a_ench,Spirit of Heroism,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48709,,FB_ELO002a_ench_copy,Greater Spirit of Heroism,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47277,,FB_ELO002b,Spirit of Wisdom,SPELL,,,,,,,,,,,,,,,,,
,0,48710,,FB_ELO002b_copy,Greater Spirit of Wisdom,SPELL,,,,,,,,,,,,,,,,,
,,47507,,FB_ELO002b_ench,Spirit of Wisdom,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48711,,FB_ELO002b_ench_copy,Greater Spirit of Wisdom,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47278,,FB_ELO002c,Spirit of Strength,SPELL,,,,,,,,,,,,,,,,,
,0,48712,,FB_ELO002c_copy,Greater Spirit of Strength,SPELL,,,,,,,,,,,,,,,,,
,,47506,,FB_ELO002c_ench,Spirit of Strength,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48713,,FB_ELO002c_ench_copy,Greater Spirit of Strength,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,50206,,FB_IKC_AllStar_Setup_Ench,Innkeepers Choice All-Star Squad Setup,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,47650,,FB_IKC_KeepOld_Ench,Innkeepers Choice Enchant,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,47839,,FB_IKC_KeepSetUp_Ench,Innkeepers Choice Setup,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,47846,,FB_IKC_SetupNo,Play!,SPELL,,,,,,,,,,,,,,,,,
,0,47845,,FB_IKC_SetupYes,Set Up Brawl,SPELL,,,,,,,,,,,,,,,,,
,0,46468,,FB_LK001,Soldiers of the Cold Dark,SPELL,,,,,,,,,,,,,,,,,
,3,46508,,FB_LK002,Relentless March,SPELL,,,,,,,,,,,,,,,,,
,,46509,,FB_LK003,Check for Hero Death in Lich King Raid,ENCHANTMENT,,,,,,,,,,,,,,,,,
,10,46510,,FB_LK004,Calling for Backup,SPELL,,,,,,,,,,,,,,,,,
,0,46594,,FB_LK005,Remorseless Winter,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,0,46595,,FB_LK006,To My Aid Underling!,SPELL,,,,,,,,,,,,,,,,,
,0,46643,,FB_LK007p,Freezing Blast,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,,46646,30,FB_LK008h,Blood-Queen Lana'thel,HERO,,,,,,,,,,,,,,,,,
,,46709,,FB_LK009,Swap Hero With Death Knight,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46821,,FB_LK010,The Final Battle,SPELL,,,,,,,,,,,,,,,,,
,0,46916,,FB_LK011,Cancelling the Apocalypse!,SPELL,,,,,,,,,,,,,,,,,
,,46967,30,FB_LK_012h,Lord Marrowgar,HERO,,,,,,,,,,,,,,,,,
,,46968,30,FB_LK_013h,Professor Putricide,HERO,,,,,,,,,,,,,,,,,
,,46969,30,FB_LK_014h,Sindragosa,HERO,,,,,,,,,,,,,,,,,
,,46187,,FB_LK_BossSetup001,Innkeeper Health Set,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46184,,FB_LK_BossSetup001a,MASSIVE Difficulty,SPELL,,,,,,,,,,,,,,,,,
,0,46185,,FB_LK_BossSetup001b,Heroic Difficulty,SPELL,,,,,,,,,,,,,,,,,
,0,46183,,FB_LK_BossSetup001c,Normal Difficulty,SPELL,,,,,,,,,,,,,,,,,
,10,46911,,FB_LK_ClearBoard,A New Hero Approaches,SPELL,,,,,,,,,,,,,,,,,
,0,46522,,FB_LK_Druid_copy,Druid,SPELL,,,,,,,,,,,,,,,,,
,,46513,,FB_LK_Druid_Ench_copy,Next Hero: Druid Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,46531,,FB_LK_GetClass_copy,Discover Next Class Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46523,,FB_LK_Hunter_copy,Hunter,SPELL,,,,,,,,,,,,,,,,,
,,46514,,FB_LK_Hunter_Ench_copy,Next Hero: Hunter Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46524,,FB_LK_Mage_copy,Mage,SPELL,,,,,,,,,,,,,,,,,
,,46515,,FB_LK_Mage_Ench_copy,Next Hero: Mage Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46511,,FB_LK_NewHeroCards,New Hero!,SPELL,,,,,,,,,,,,,,,,,
,0,46525,,FB_LK_Paladin_copy,Paladin,SPELL,,,,,,,,,,,,,,,,,
,,46516,,FB_LK_Paladin_Ench_copy,Next Hero: Paladin Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46526,,FB_LK_Priest_copy,Priest,SPELL,,,,,,,,,,,,,,,,,
,,46517,,FB_LK_Priest_Ench_copy,Next Hero: Priest Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,46328,400,FB_LK_Raid_Hero,Supreme Lich King,HERO,,,,,,,,,,,,,,,,,
,,47130,1,FB_LK_Raid_Hero_Battledamaged,Supreme Lich King,HERO,,,,,,,,,,,,,,,,,
,0,46527,,FB_LK_Rogue_copy,Rogue,SPELL,,,,,,,,,,,,,,,,,
,,46518,,FB_LK_Rogue_Ench_copy,Next Hero: Rogue Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46528,,FB_LK_Shaman_copy,Shaman,SPELL,,,,,,,,,,,,,,,,,
,,46519,,FB_LK_Shaman_Ench_copy,Next Hero: Shaman Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,46512,,FB_LK_WaitForDiscover,Wait for Discover,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46529,,FB_LK_Warlock_copy,Warlock,SPELL,,,,,,,,,,,,,,,,,
,,46520,,FB_LK_Warlock_Ench_copy,Next Hero: Warlock Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46530,,FB_LK_Warrior_copy,Warrior,SPELL,,,,,,,,,,,,,,,,,
,,46521,,FB_LK_Warrior_Ench_copy,Next Hero: Warrior Ench Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46592,,FB_LKDebug001,LK Phase 2 Debug,SPELL,,,,,,,,,,,,,,,,,
,0,46593,,FB_LKDebug002,LK Phase 3 Debug,SPELL,,,,,,,,,,,,,,,,,
,,46540,,FB_LKStats001,Innkeeper Tools,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,46537,,FB_LKStats001a,Fight the Lich King!,SPELL,,,,,,,,,,,,,,,,,
,0,46550,,FB_LKStats001d,Modify the Lich King,SPELL,,,,,,,,,,,,,,,,,
,0,46546,,FB_LKStats002,Lich King Modifications,SPELL,,,,,,,,,,,,,,,,,
,0,46547,,FB_LKStats002a,Increase Health,SPELL,,,,,,,,,,,,,,,,,
,0,46548,,FB_LKStats002b,Decrease Health,SPELL,,,,,,,,,,,,,,,,,
,0,46549,,FB_LKStats002c,Modifications Complete,SPELL,,,,,,,,,,,,,,,,,
,,46579,,FB_LKStats002ench,Lich King Modifications Copy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,52039,,FB_Reload_SavedCard,Saved Card,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,52625,,FB_SPT_AnnoyO_Ench,More Annoying,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,51564,,FB_SPT_Annoyo_HP,Construct Annoy-o-Tron,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,53146,,FB_SPT_Annoyo_HP_0,Construct Annoy-o-Tron,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,2,52653,,FB_SPT_Annoyo_HP_1,Construct Annoy-o-Trons,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,,51499,1,FB_SPT_AnnoyOPrime,Annoy-o-Tron Prime,HERO,,,,,,,,,,,,,,,,,
,,41003,,FB_TagTeam_Druid_Ench,Next Hero: Druid Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41006,,FB_TagTeam_Hunter_Ench,Next Hero: Hunter Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41007,,FB_TagTeam_Mage_Ench,Next Hero: Mage Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41008,,FB_TagTeam_Paladin_Ench,Next Hero: Paladin Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41009,,FB_TagTeam_Priest_Ench,Next Hero: Priest Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41010,,FB_TagTeam_Rogue_Ench,Next Hero: Rogue Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41011,,FB_TagTeam_Shaman_Ench,Next Hero: Shaman Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41002,,FB_TagTeam_WaitForDiscover,Wait for Discover,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41012,,FB_TagTeam_Warlock_Ench,Next Hero: Warlock Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,41013,,FB_TagTeam_Warrior_Ench,Next Hero: Warrior Ench,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,1,1753,3,FP1_001,Zombie Chow,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,2,1781,2,FP1_002,Haunted Creeper,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
1,1,1782,1,FP1_002t,Spectral Spider,MINION,,,,,,,,,,,,,,,,,
1,2,1858,2,FP1_003,Echoing Ooze,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,2,1783,2,FP1_004,Mad Scientist,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
2,3,1784,2,FP1_005,Shade of Naxxramas,MINION,STEALTH,,,,,,,,,,,,,,,,
,,1814,,FP1_005e,Consume,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,1,1785,3,FP1_006,Deathcharger,MINION,CHARGE,,,,,,,,,,,,,,,,
0,2,1786,2,FP1_007,Nerubian Egg,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
4,4,1787,4,FP1_007t,Nerubian,MINION,,,,,,,,,,,,,,,,,
4,5,1789,6,FP1_008,Spectral Knight,MINION,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
2,3,1790,8,FP1_009,Deathlord,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
2,6,1791,8,FP1_010,Maexxna,MINION,POISONOUS,BEAST,,,,,,,,,,,,,,,
1,1,1860,1,FP1_011,Webspinner,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
3,5,1793,5,FP1_012,Sludge Belcher,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,1,1795,2,FP1_012t,Slime,MINION,TAUNT,,,,,,,,,,,,,,,,
6,8,1794,8,FP1_013,Kel'Thuzad,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
7,5,1796,4,FP1_014,Stalagg,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
11,10,1798,11,FP1_014t,Thaddius,MINION,,,,,,,,,,,,,,,,,
4,5,1797,7,FP1_015,Feugen,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,4,1799,5,FP1_016,Wailing Soul,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,2,1800,4,FP1_017,Nerub'ar Weblord,MINION,AURA,,,,,,,,,,,,,,,,
,,52757,,FP1_017e,Webbed,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,1801,,FP1_018,Duplicate,SPELL,SECRET,,,,,,,,,,,,,,,,
,4,1802,,FP1_019,Poison Seeds,SPELL,,,,,,,,,,,,,,,,,
2,2,1803,2,FP1_019t,Treant,MINION,,,,,,,,,,,,,,,,,
,1,1804,,FP1_020,Avenge,SPELL,SECRET,,,,,,,,,,,,,,,,
,,1812,,FP1_020e,Vengeance,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,1805,,FP1_021,Death's Bite,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
3,4,1806,4,FP1_022,Voidcaller,MINION,DEATHRATTLE,DEMON,,,,,,,,,,,,,,,
3,3,1807,4,FP1_023,Dark Cultist,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,1815,,FP1_023e,Power of the Ziggurat,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,1808,3,FP1_024,Unstable Ghoul,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,2,1809,,FP1_025,Reincarnate,SPELL,,,,,,,,,,,,,,,,,
5,4,1810,5,FP1_026,Anub'ar Ambusher,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,3,1861,4,FP1_027,Stoneskin Gargoyle,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
1,1,1910,2,FP1_028,Undertaker,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,1911,,FP1_028e,Darkness Calls,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,3,1913,4,FP1_029,Dancing Swords,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
5,5,1914,5,FP1_030,Loatheb,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,1917,,FP1_030e,Necrotic Aura,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,4,1915,7,FP1_031,Baron Rivendare,MINION,AURA,,,,,,,,,,,,,,,,
,,52760,,FP1_031e,Rivendare Deathrattle,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,1732,,GAME_001,Luck of the Coin,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,0,1733,1,GAME_002,Avatar of the Coin,MINION,,,,,,,,,,,,,,,,,
,,1736,,GAME_003,Coin's Vengeance,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,1734,,GAME_003e,Coin's Vengence,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,1740,,GAME_004,AFK,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,1746,,GAME_005,The Coin,SPELL,,,,,,,,,,,,,,,,,
,,1747,,GAME_005e,The Coin,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,1748,,GAME_006,NOOOOOOOOOOOO,SPELL,,,,,,,,,,,,,,,,,
,,53189,,GBL_001e,Cost = 1,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53190,,GBL_002e,Cost - 2,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53191,,GBL_003e,Cost - 1,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53192,,GBL_004e,Cost - 3,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53194,,GBL_005e,Cost + 2,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53195,,GBL_006e,Cost = 2,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53196,,GBL_007e,Cost = 10,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53197,,GBL_008e,Cost - 4,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,53198,,GBL_009e,Cost = 0,ENCHANTMENT,ENCHANTMENT_INVISIBLE,,,,,,,,,,,,,,,,
,,48265,,GIL_000,Echo Enchant,ENCHANTMENT,GHOSTLY,,,,,,,,,,,,,,,,
3,3,46650,3,GIL_113,Rabid Worgen,MINION,RUSH,,,,,,,,,,,,,,,,
2,4,46654,2,GIL_116,Arcane Keysmith,MINION,BATTLECRY,,,,,,,,,,,,,,,,
6,7,46655,6,GIL_117,Worgen Abomination,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
8,8,46656,8,GIL_118,Deranged Doctor,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
7,8,46658,7,GIL_119,Cauldron Elemental,MINION,AURA,ELEMENTAL,,,,,,,,,,,,,,,
,,46657,,GIL_119e,Toil and Trouble,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,7,46659,9,GIL_120,Furious Ettin,MINION,TAUNT,,,,,,,,,,,,,,,,
2,7,46660,8,GIL_121,Darkmire Moonkin,MINION,SPELLPOWER,,,,,,,,,,,,,,,,
2,6,46667,7,GIL_124,Mossy Horror,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,4,46674,2,GIL_125,Mad Hatter,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,47284,,GIL_125e,Hat,ENCHANTMENT,,,,,,,,,,,,,,,,,
8,10,46678,8,GIL_128,Emeriss,MINION,BATTLECRY,DRAGON,,,,,,,,,,,,,,,
,,46691,,GIL_128e,Mark of Emeriss,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,5,46680,6,GIL_130,Gloom Stag,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
,,47613,,GIL_130e,Fable,ENCHANTMENT,,,,,,,,,,,,,,,,,
,5,46694,,GIL_134,Holy Water,SPELL,,,,,,,,,,,,,,,,,
1,1,46706,1,GIL_142,Chameleos,MINION,,BEAST,,,,,,,,,,,,,,,
,,46629,,GIL_142e,Shifting,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,46710,3,GIL_143,Vicious Scalehide,MINION,LIFESTEAL,BEAST,,,,,,,,,,,,,,,
,2,46713,,GIL_145,Sound the Bells!,SPELL,ECHO,,,,,,,,,,,,,,,,
,,46712,,GIL_145e,DING DONG!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,46715,,GIL_147,Cinderstorm,SPELL,ImmuneToSpellpower,,,,,,,,,,,,,,,,
3,7,46721,8,GIL_152,Blackhowl Gunspire,MINION,CANT_ATTACK,,,,,,,,,,,,,,,,
1,2,46725,3,GIL_155,Redband Wasp,MINION,ENRAGED,BEAST,,,,,,,,,,,,,,,
,,46724,,GIL_155e,Enraged,ENCHANTMENT,ENRAGED,,,,,,,,,,,,,,,,
5,5,46737,8,GIL_156,Quartz Elemental,MINION,,ELEMENTAL,,,,,,,,,,,,,,,
2,3,46859,2,GIL_188,Druid of the Scythe,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,47048,,GIL_188a,Dire Panther Form,SPELL,,,,,,,,,,,,,,,,,
,0,47049,,GIL_188b,Dire Wolf Form,SPELL,,,,,,,,,,,,,,,,,
4,3,48305,2,GIL_188t,Druid of the Scythe,MINION,RUSH,BEAST,,,,,,,,,,,,,,,
